index,latitude,longitude,elevation_m
308,37.64013533502286,-118.93898125065785,2318.670655034099
309,37.64009699596845,-118.93887627467552,2318.2142377196506
310,37.64006097175703,-118.9387702711288,2317.519246854107
311,37.64002697591921,-118.93866329755912,2316.6126911790425
312,37.63999373252735,-118.93855573346352,2315.851196048623
313,37.63996218540275,-118.9384473759486,2315.393991344269
314,37.63993073876377,-118.93833876285233,2314.870871629548
315,37.63990038851276,-118.93823023771228,2313.9511670532106
316,37.63986988008952,-118.93812114698676,2313.026669379452
317,37.63984360480303,-118.9380109773842,2312.546514339841
318,37.63981733321585,-118.93790026140964,2312.077378854456
319,37.63979378146517,-118.93778865283085,2311.6077850035235
320,37.63977074350804,-118.93767675418192,2311.137622613037
321,37.63974823651176,-118.93756484716548,2310.664606633361
322,37.63972592191618,-118.93745279940892,2310.189828003844
323,37.63970527246192,-118.93734049514664,2309.427924971505
324,37.63968573227085,-118.93722801990054,2308.4747449198308
325,37.63966805580897,-118.93711498874671,2307.766347322606
326,37.63965218766349,-118.9370011114674,2307.299637161509
327,37.63963617313682,-118.93688737843956,2306.8335181948896
328,37.63961986546103,-118.93677369064258,2306.367584600765
329,37.63960383996137,-118.93665990470542,2305.9012487927303
330,37.63958889876847,-118.93654597810956,2305.4343365146465
331,37.63957455076625,-118.93643245287296,2304.9700510831444
332,37.63956766221156,-118.93631672515416,2304.510814103792
333,37.63956076842658,-118.93620090956657,2304.05122843876
334,37.6395575024716,-118.93608643384458,2303.167490529317
335,37.63955467162455,-118.93597131273152,2302.223874848364
336,37.63955219614685,-118.935855971966,2301.639229368859
337,37.639549829653845,-118.93574048710713,2301.165930766924
338,37.639547765809496,-118.93562502292644,2300.691452372103
339,37.63954586485481,-118.9355095399298,2300.216213702844
340,37.639545,-118.93539413197256,2299.750523700688
341,37.639545,-118.93527852220244,2299.291754771604
342,37.639545,-118.93516279110436,2298.8291137828896
343,37.639545,-118.93504749570911,2298.362330806124
344,37.63954540728054,-118.9349323413252,2297.8981798619266
345,37.63954724611897,-118.93481649450536,2297.438470259446
346,37.63954912162768,-118.93470008889516,2296.975674465609
347,37.63955147874892,-118.93458553280236,2296.504250215444
348,37.63955383750633,-118.93447089719233,2296.032498733901
349,37.6395557210875,-118.93435457148824,2295.5697281278963
350,37.63955755999139,-118.93423872054268,2295.110002153417
351,37.63955871657885,-118.9341235773798,2294.641710573
352,37.63955966252009,-118.93400817254894,2294.168739954724
353,37.63956118130486,-118.93389257779378,2293.7046737848623
354,37.63956301453749,-118.93377708413804,2293.2463656271248
362,37.63956509834711,-118.93366140066138,2292.780330579412
363,37.6395674604406,-118.93354613049928,2292.307911882221
364,37.63956962227772,-118.93343179650356,2291.377722278637
365,37.639571437122186,-118.93331746130173,2289.5628778052305
366,37.63957312719029,-118.93320303761864,2287.9364048551424
367,37.63957404436359,-118.93308793236884,2287.477818202572
368,37.63957496398114,-118.9329725203674,2287.0180094318885
369,37.639575,-118.93285690583971,2286.559150157645
370,37.639575,-118.93274137895776,2286.100710149862
371,37.63957643175728,-118.93262579929107,2286.0
372,37.63957826684033,-118.932510189059,2286.0
373,37.639579,-118.93239484356484,2285.451139403527
374,37.639579,-118.93227967450645,2284.53709925738
